number,meters
250001232948,13.4
250001232950,12.8
250001232952,6.7
250001232953,13.4
250001232954,6.4
250001232955,6.7
250001232956,13.4
250001232959,2.7
250001232960,6.4
250001232962,5.74
250001232966,6.4
250001232967,6.4
250001232968,12.8
250001232969,6.7
250001232970,12.8
250001232971,13.4
250001232973,12.8
250001232974,13.4
250001232975,10.67
250001232976,12.8
250001232979,9.6
250001232980,10.67
250001232981,12.8
250001232982,6.7
250001232983,12.8
250001232984,13.4
250001232989,13.75
250001232991,10.2
250001232992,12.8
250001232993,6.4
250001233003,6.4
250001233004,10.05
250001233006,6.4
250001233008,12
250001233010,13.4
250001233011,11.2
250001233015,12.8
250001233017,4.8
250001233018,13.4
250001233019,12.8
250001233024,13.4
250001233026,6.4
250001233027,6.4
250001233028,6.4
250001233031,13.4
250001233033,12.8
250001233035,7.1
250001233038,11.1
250001233039,13.4
250001233048,6.4
250001233049,8.7
250001233051,12.8
250001233053,5.8
250001233054,6.4
250001233057,8
250001233062,6.4
250001233063,6.4
250001233064,9.6
250001233065,12.8
250001233066,4.27
250001233067,4.5
250001233071,0.2
250001233072,7
250001233074,9.6
250001233077,6.4
250001233079,6.8
250001233082,6.4
250001233085,5.33
250001233086,3.2
250001233087,2
250001233090,13.4
250001233098,9.6
250001233100,6.4
250001233102,6.7
250001233103,6.7
250001233105,8
250001233106,8.04
250001233109,13.4
250001233111,13.6
250001233119,12.8
250001233124,6.7
250001233125,14.69
250001233126,4.62
250001233127,1.31
250001233135,10.24
250001233137,12.8
250001233139,6.7
250001233143,12.8
250001233144,1
250001233145,9.6
250001233147,2.5
250001233148,10.6
250001233149,5.2
250001233151,15
250001233152,4.8
250001233159,10.05
250001233160,4.47
250001233163,12.8
250001233164,1.6
250001233166,12.8
250001233167,13.2
250001233168,12.8
250001233169,12.8
250001233170,13.4
250001233171,13.4
250001233172,0.44
250001233173,12.8
250001233174,11.2
250001233175,12.8
250001233176,12.8
250001233178,9.6
250001233179,13.4
250001233180,12.8
250001233181,12.8
250001233182,12.8
250001233183,12.8
250001233185,3.33
250001233186,6
250001233187,12
250001233188,6.63
250001233189,6.2
250001233190,0
250001233191,13.6
250001233192,13.4
250001233195,9
250001233196,13.4
250001233197,3.25
250001233199,6.4
250001233200,11.5
250001233201,6.4
250001233202,13.4
250001233204,2
250001233210,7
250001233211,12.8
250001233212,2
250001233218,8.96
250001233219,4.35
250001233221,12.8
250001233223,12.8
250001233226,5.33
250001233227,12.8
250001233231,12.8
250001233232,8
250001233235,6.7
250001233236,6.4
250001233237,14.4
250001233239,14.6
250001233242,7.17
250001233247,4.47
250001233248,4
250001233249,13.41
250001233255,7.05
250001233259,1
250001233260,9.5
250001233262,3.33
250001233263,2
250001233264,2
250001233265,5.5
250001233266,12.8
250001233267,7.93
250001233269,5
250001233270,4.5
250001233274,0
250001233275,13
250001233276,6.7
250001233277,6.4
250001233278,1.6
250001233279,6.4
250001233283,6.4
250001233284,12.8
250001233287,2
250001233291,1
250001233292,5.74
250001233294,0.8
250001233295,6.7
250001233300,13
250001233311,13.4
250001233312,5.4
250001233316,1
250001233317,6.4
250001233318,12.8
250001233319,6.4
250001233320,0.2
250001233321,0.5
250001233322,13.4
250001233324,8.93
250001233325,6.3
250001233327,6.7
250001233328,13.4
250001233330,12.8
250001233331,13
250001233332,12.8
250001233333,12.8
250001233334,6
250001233337,11.5
250001233338,12.8
250001233345,13.6
250001233346,10.05
250001233347,4.47
250001233348,0.88
250001233351,0
250001233352,2.9
250001233354,3.73
250001233356,6.68
250001233367,12.8
250001233369,6.6
250001233377,0
250001233378,13.4
250001233379,13.4
250001233383,10.72
250001233384,9.4
250001233385,6.7
250001233391,12.8
250001233392,13.4
250001233393,6.7
250001233394,12.5
250001233398,11.2
250001233401,6.7
250001233406,5
250001233407,12.8
250001233418,8
250001233425,13.4
250001233426,8.53
250001233427,6.7
250001233429,6.4
250001233430,4.12
250001233432,13.4
250001233433,6.7
250001233438,3.58
250001233439,6.7
250001233441,6.7
250001233443,0.2
250001233448,13.4
250001233449,0.4
250001233450,4.47
250001233451,6.7
250001233453,10.05
250001233454,9.6
250001233458,6.7
250001233459,6.4
250001233460,13.4
250001233462,10.88
250001233464,4.47
250001233465,6.7
250001233466,0.15
250001233467,4.47
250001233468,6.06
250001233470,8
250001233471,0
250001233475,3.68
250001233477,6.7
250001233478,5.83
250001233482,3.2
250001233483,6.4
250001233484,12.8
250001233485,6.7
250001233486,6.17
250001233487,6.7
250001233490,8.93
250001233493,3.4
250001233495,4.8
250001233496,6.4
250001233498,0
250001233503,6.71
250001233506,5.77
250001233508,6.5
250001233524,13.4
250001233527,13.3
250001233531,6.7
250001233533,12.8
250001233537,6.7
250001233542,0
250001233543,9.92
250001233544,9.6
250001233546,13.4
250001233547,5.33
250001233548,12.8
250001233549,16
250001233552,10.1
250001233553,6.23
250001233554,13.4
250001233555,8.93
250001233556,10.67
250001233557,6.4
250001233558,12.8
250001233561,11.17
250001233562,13.4
250001233563,7.03
250001233564,6.7
250001233565,8.53
250001233566,12.8
250001233567,12.8
250001233569,6.4
250001233570,12.8
250001233571,12.8
250001233572,12.8
250001233595,12.8
250001233596,12.8
250001233598,3
250001233601,12.8
250001233602,12.8
250001233607,12.8
250001233608,13.4
250001233609,13.4
250001233610,6.7
250001233611,12.8
250001233614,10.8
250001233615,13.4
250001233619,6.4
250001233620,13.4
250001233623,6.4
250001233624,5.1
250001233625,12.8
250001233626,13.48
250001233627,12.8
250001233630,9.6
250001233631,11.2
250001233634,12.8
250001233635,8.93
250001233636,12.8
250001233637,12.8
250001233638,12.8
250001233639,10.3
250001233640,12.8
250001233641,12.8
250001233642,6.4
250001233646,4
250001233647,12.8
250001233648,13.48
250001233649,14.8
250001233650,9.6
250001233653,8.93
250001233654,13.3
250001233660,17.27
250001233661,12.8
250001233662,12.8
250001233663,13.4
250001233669,0.8
250001233671,1
250001233672,12
250001233674,1.8
250001233677,13.3
250001233681,3.2
250001233682,12.8
250001233683,0
250001233684,13.8
250001233688,0
250001233694,3.2
250001233696,10.05
250001233697,10.72
250001233701,2.5
250001233702,2.73
250001233703,12.8
250001233704,12.8
250001233707,1
250001233709,12.8
250001233711,7.56
250001233720,8.53
250001233722,13.4
250001233724,2
250001233727,8.6
250001233733,4.8
250001233735,0
250001233736,13.4
250001233737,12.8
250001233741,12.8
250001233742,11.77
250001233743,12.8
250001233744,0
250001233745,1.79
250001233746,13.4
250001233747,12.8
250001233755,9.52
250001233762,13.4
250001233763,6.4
250001233764,13.4
250001233771,0
250001233774,13.4
250001233775,0.8
250001233776,4.8
250001233777,12.8
250001233778,12.8
250001233781,6.4
250001233782,9.7
250001233783,6.4
250001233784,6.83
250001233785,9.9
250001233787,10.05
250001233788,5.15
250001233790,9.6
250001233791,6
250001233795,13.3
250001233796,4.47
250001233798,13.4
250001233799,12.8
250001233800,12.5
250001233802,0.2
250001233808,0.15
250001233809,2.2
250001233810,6.7
250001233812,6.7
250001233813,4.47
250001233814,7.98
250001233816,3.2
250001233817,13.3
250001233818,0
250001233820,12.8
250001233822,12.8
250001233823,13.4
250001233824,12.8
250001233825,13.4
250001233829,3.6
250001233830,13.4
250001233831,13.4
250001233835,4
250001233836,11.05
250001233837,12.8
250001233838,5.7
250001233840,12.8
250001233841,12.8
250001233842,11.2
250001233843,9.9
250001233844,12.8
250001233845,12.8
250001233846,13.4
250001233847,0.6
250001233848,0
250001233850,0
250001233851,9.5
250001233852,0
250001233855,13.1
250001233862,13.4
250001233863,9.6
250001233865,13.4
250001233866,13.4
250001233868,7
250001233869,7.53
250001233870,9.67
250001233871,14.4
250001233872,12.8
250001233873,11.6
250001233874,6.4
250001233889,2
250001233890,3.3
250001233891,1.9
250001233892,2.3
250001233893,6.4
250001233895,12.8
250001233896,0.64
250001233902,6.7
250001233904,1.6
250001233905,11.83
250001233906,13.4
250001233907,12.8
250001233909,13.4
250001233910,6.7
250001233911,12.8
250001233912,13.4
250001233913,0.8
250001233916,13.4
250001233917,13.4
250001233918,7.9
250001233919,6.7
250001233922,12.8
250001233928,12.5
250001233933,1
250001233934,13.4
250001233936,0.55
250001233937,0.8
250001233938,4.5
250001233939,1.2
250001233940,1.4
250001233941,1
250001233942,0.5
250001233943,0.7
250001233947,9.6
250001233948,8.4
250001233949,11.9
250001233950,2.4
250001233951,6.7
250001233953,12.8
250001233954,6.21
250001233956,10.32
250001233960,9.65
250001233965,4.6
250001233968,0.8
250001233969,0.8
250001233972,0.8
250001233973,12.8
250001233978,7.8
250001233979,0.4
250001233980,0.2
250001233981,11
250001233983,8.25
250001233984,12.8
250001233985,1
250001233987,3
250001233988,0.1
250001233990,13.6
250001233992,3.5
250001233993,0.7
250001233994,1.3
250001233995,1.4
250001233997,0.3
250001234000,1
250001234001,12.8
250001234006,4.8
250001234009,2.1
250001234012,2
250001234016,13.4
250001234017,6.8
250001234021,3.2
250001234022,12.8
250001234023,12.8
250001234024,4.8
250001234025,8.24
250001234030,8.93
250001234033,6.7
250001234034,5
250001234035,13.33
250001234036,7
250001234037,6.4
250001234038,8.13
250001234039,1.32
250001234040,12.8
250001234042,12.8
250001234043,12.8
250001234048,0.45
250001234051,10.97
250001234053,7
250001234069,12.6
250001234080,8.9
250001234081,3.38
250001234082,8.24
250001234084,3.31
250001234085,12.8
250001234086,0.7
250001234087,12.87
250001234092,8
250001234093,13.4
250001234096,12.8
250001234099,6.4
250001234101,5.96
250001234105,6.4
250001234106,0.67
250001234107,13.4
250001234108,12.8
250001234109,8
250001234110,5.02
250001234115,3.2
250001234116,0
250001234123,13.4
250001234126,0.1
250001234127,13.4
250001234128,13.4
250001234129,0.7
250001234132,0.2
250001234134,1.53
250001234135,10.08
250001234137,13.4
250001234139,4.96
250001234140,9.6
250001234142,6.4
250001234144,13.4
250001234145,12.8
250001234147,4
250001234148,5.2
250001234149,13
250001234150,6.4
250001234152,6.61
250001234153,11
250001234155,4.94
250001234160,6.7
250001234161,8.93
250001234168,1.75
250001234169,6
250001234184,11
250001234186,6.4
250001234187,4.75
250001234198,10.05
250001234200,10
250001234204,8.53
250001234206,3.58
250001234208,6.7
250001234209,13.07
250001234210,13.4
250001234214,13.4
250001234216,7.17
250001234217,13.4
250001234218,9.9
250001234219,9.6
250001234220,13.4
250001234223,6.6
250001234226,12.8
250001234227,6.86
250001234230,13.4
250001234232,13
250001234233,6.7
250001234236,8.5
250001234237,5
250001234238,11.36
250001234239,3.2
250001234240,6.4
250001234241,7
250001234243,0.57
250001234244,4.47
250001234245,0
250001234246,12.8
250001234247,10.5
250001234248,0
250001234249,13.6
250001234250,10.05
250001234251,6.4
250001234253,0
250001234257,6
250001234258,7.5
250001234259,4.67
250001234260,6.4
250001234261,6.7
250001234262,12.8
250001234263,12.8
250001234264,10.24
250001234265,1.13
250001234266,6.67
250001234267,12.8
250001234268,6.4
250001234269,12.8
250001234272,6.4
250001234273,17.5
250001234279,13.4
250001234280,12.8
250001234281,12.8
250001234297,12.8
250001234298,12.8
250001234299,12.8
250001234307,8.4
250001234308,12.8
250001234310,12.8
250001234312,6.7
250001234314,3.18
250001234317,12.8
250001234318,12.8
250001234319,12.8
250001234320,0.84
250001234322,10.05
250001234323,13.2
250001234326,0
250001234327,5.49
250001234328,13.4
250001234329,8.93
250001234330,12.8
250001234331,6.7
250001234332,12.8
250001234333,6.4
250001234334,12.8
250001234337,12.8
250001234338,9.6
250001234339,3.2
250001234340,0
250001234341,13.4
250001234342,6.4
250001234343,6.7
250001234345,7
250001234346,13.3
250001234347,3
250001234348,6.88
250001234349,13.4
250001234354,13.4
250001234355,13.4
250001234357,13.4
250001234358,13.4
250001234359,13.4
250001234360,6.7
250001234361,5.7
250001234362,6.7
250001234363,3.35
250001234364,6.7
250001234365,4.6
250001234366,13.4
250001234367,11
250001234368,4.8
250001234369,13.4
250001234371,12.8
250001234372,0
250001234378,12.8
250001234379,6.4
250001234383,13.4
250001234384,13.4
250001234385,13.4
250001234386,6.4
250001234387,12.8
250001234388,12.8
250001234390,6.4
250001234391,13.4
250001234392,7.4
250001234393,6.4
250001234402,5.33
250001234409,13
250001234411,13
250001234413,12.8
250001234420,13.4
250001234424,9.6
250001234427,13.4
250001234437,6.7
250001234439,12.8
250001234454,13.4
250001234456,11.8
250001234460,12.8
250001234465,12.8
250001234468,13.4
250001234469,13.4
250001234470,0
250001234471,6.7
250001234472,1.5
250001234473,6.7
250001234474,6.2
250001234476,6
250001234477,0.8
250001234478,4.9
250001234479,6.7
250001234480,13.4
250001234482,6.7
250001234484,12.8
250001234486,8.04
250001234487,1
250001234489,12.8
250001234490,13.4
250001234491,12.8
250001234493,13.4
250001234495,1.5
250001234496,1.12
250001234497,12.8
250001234498,12.8
250001234499,10.8
250001234500,12.8
250001234506,8.93
250001234507,0.6
250001234508,0
250001234509,8
250001234510,11.17
250001234511,13.4
250001234517,10.72
250001234518,0.94
250001234521,8
250001234522,3.9
250001234523,8
250001234525,8.93
250001234526,3
250001234527,13.4
250001234528,12.8
250001234531,4.16
250001234535,6.7
250001234536,12
250001234537,5
250001234539,13
250001234540,4.1
250001234541,2.75
250001234542,9.2
250001234543,6.4
250001234544,7
250001234546,3
250001234547,0
250001234548,12.8
250001234550,0
250001234552,2.04
250001234553,8.04
250001234559,11.2
250001234562,11.2
250001234568,6.07
250001234571,9.4
250001234572,6.4
250001234578,12.8
250001234581,12.8
250001234582,6.4
250001234583,12.8
250001234584,3.4
250001234585,9.26
250001234586,13.4
250001234587,8.93
250001234591,6.4
250001234592,5.61
250001234594,13.07
250001234596,0
250001234597,12.8
250001234598,7.6
250001234599,12.8
250001234601,6.7
250001234602,8.9
250001234604,11.6
250001234606,12.8
250001234611,13
250001234612,6
250001234613,6.7
250001234616,6.7
250001234617,6.57
250001234619,6.7
250001234623,1.8
250001234624,5
250001234625,13.4
250001234626,4.81
250001234628,2
250001234632,0.8
250001234633,9.6
250001234634,6.4
250001234636,6.7
250001234637,1.4
250001234639,12.8
250001234640,13.4
250001234646,9.73
250001234648,12.8
250001234649,6.7
250001234650,12.8
250001234651,4.47
250001234653,6.4
250001234654,13.4
250001234655,12.8
250001234656,12.8
250001234657,0.6
250001234663,4.47
250001234664,12.3
250001234672,13.4
250001234673,12.8
250001234676,6.6
250001234677,3.88
250001234679,8.93
250001234681,13.4
250001234687,4.75
250001234688,0.25
250001234689,4.5
250001234692,8.5
250001234694,3.5
250001234696,13.4
250001234697,12.8
250001234699,11.6
250001234700,10.6
250001234702,9.2
250001234703,12
250001234704,9.6
250001234708,6.6
250001234710,13.4
250001234713,6.7
250001234722,3.21
250001234723,3.96
250001234724,4.26
250001234725,4.25
250001234727,10.6
250001234728,6.7
250001234729,13.4
250001234731,4.47
250001234733,10.73
250001234739,7.87
250001234743,0.8
250001234744,13.4
250001234745,6.4
250001234746,11.4
250001234761,1.65
250001234766,7.5
250001234769,10.2
250001234770,11.15
250001234774,12.8
250001234775,6.4
250001234777,12.8
250001234779,3.79
250001234781,13.4
250001234782,9.6
250001234783,12.8
250001234784,6.7
250001234785,5
250001234786,12.8
250001234787,13.3
250001234789,9.6
250001234791,1
250001234792,16
250001234793,12.8
250001234794,2.5
250001234795,1
250001234796,10.73
250001234797,6.7
250001234802,0.25
250001234805,3.4
250001234808,12.8
250001234810,5.16
250001234811,12.8
250001234812,7.6
250001234813,13.8
250001234814,6.5
250001234824,7.4
250001234825,6.7
250001234831,9.9
250001234832,13.4
250001234840,12.8
250001234843,6.7
250001234847,6.7
250001234848,13.4
250001234849,13.3
250001234850,13.3
250001234852,6.4
250001234861,16.66
250001234883,6.5
250001234884,10.5
250001234890,6.7
250001234892,11.36
250001234893,4.43
250001234894,6.5
250001234895,6.4
250001234897,12.8
250001234898,3
250001234899,10
250001234902,8.04
250001234906,4.47
250001234907,0
250001234910,7.11
250001234911,4.27
250001234912,6.5
250001234913,4.43
250001234914,6.03
250001234915,6.4
250001234918,4
250001234921,12.8
250001234922,12.8
250001234923,12.12
250001234924,6.4
250001234926,8.22
250001234927,6.4
250001234928,0
250001234929,6
250001234930,6.7
250001234931,12.8
250001234933,13.4
250001234935,13.4
250001234936,12.8
250001234937,3.2
250001234938,12.8
250001234939,13.4
250001234940,12.8
250001234941,6.4
250001234946,14.4
250001234947,13.4
250001234950,12.8
250001234952,6.4
250001234959,12.8
250001234963,13.48
250001234964,2.4
250001234966,7.6
250001234967,6.4
250001234968,6.7
250001234969,6.7
250001234970,12.8
250001234971,12.8
250001234973,12.8
250001234974,12.8
250001234975,13.4
250001234976,11.2
250001234977,12.8
250001234978,6.4
250001234979,12.8
250001234980,6.4
250001234981,6.7
250001234982,6.4
250001234983,6.7
250001234985,7.44
250001234986,9.6
250001234987,4.8
250001234988,6.4
250001234989,7.8
250001234990,6.7
250001234991,13.4
250001234992,6.8
250001234993,12.8
250001234995,10.05
250001234996,12.8
250001234997,10.78
250001235002,13.4
250001235003,13.48
250001235005,13.4
250001235006,6.7
250001235007,12.8
250001235009,6.4
250001235010,12.8
250001235011,7.25
250001235013,13.4
250001235014,13.4
250001235015,13.4
250001235016,12.8
250001235017,13.4
250001235018,13.4
250001235019,6.4
250001235028,6.4
250001235029,12.8
250001235032,2.33
250001235033,7.47
250001235034,11.2
250001235035,13.2
250001235037,12.8
250001235038,12.8
250001235039,12.8
250001235040,12.8
250001235060,12.8
250001235062,12.25
250001235065,10.24
250001235070,0
250001235077,1.85
250001235078,13.4
250001235080,12.8
250001235081,10.05
250001235083,12.8
250001235084,7.5
250001235085,5.65
250001235086,0.37
250001235087,13.4
250001235089,2
250001235091,11.17
250001235092,7.68
250001235093,6
250001235094,13.4
250001235095,13.4
250001235096,13.4
250001235098,7.68
250001235099,12.8
250001235101,12.8
250001235102,12.8
250001235103,12.8
250001235104,12.8
250001235106,8.21
250001235107,7.44
250001235109,12.8
250001235110,3.58
250001235111,10.05
250001235112,0
250001235113,6.06
250001235114,12.8
250001235115,10.4
250001235124,12.8
250001235125,1.7
250001235126,7.75
250001235127,6.9
250001235128,12.8
250001235129,5.88
250001235132,5
250001235134,12
250001235136,0.4
250001235137,7.68
250001235149,9.9
250001235151,13.4
250001235152,12.8
250001235154,8.4
250001235158,12.8
250001235162,13.4
250001235163,6.7
250001235164,8.75
250001235165,6.7
250001235166,12.5
250001235167,0
250001235168,8
250001235169,6
250001235170,12.8
250001235171,3.2
250001235173,4
250001235174,4.75
250001235175,1.98
250001235180,12.8
250001235182,0
250001235183,7
250001235185,3.2
250001235186,6.7
250001235187,6.4
250001235188,6.7
250001235189,13.4
250001235190,12.9
250001235192,13.4
250001235194,6.7
250001235195,6.7
250001235196,12.8
250001235200,12.9
250001235201,12.8
250001235202,4.6
250001235205,10.05
250001235206,12.9
250001235207,6.4
250001235208,10.72
250001235209,5.95
250001235210,5.95
250001235212,6.7
250001235213,0
250001235214,13.1
250001235216,13.4
250001235217,13.4
250001235220,2.95
250001235225,12.8
250001235227,13.4
250001235230,13.4
250001235235,13.4
250001235236,13.2
250001235238,12.8
250001235244,12.8
250001235247,4
250001235248,1.2
250001235250,8.2
250001235251,13.4
250001235253,1.5
250001235254,6.6
250001235255,1
250001235256,10.1
250001235258,6
250001235259,1
250001235260,4.6
250001235261,3.8
250001235262,2.5
250001235263,12.8
250001235265,3.1
250001235266,2.4
250001235267,0.5
250001235268,10.67
250001235270,3.03
250001235271,12.6
250001235272,12.8
250001235276,8
250001235279,5.4
250001235280,0.6
250001235284,8.2
250001235285,7.7
250001235286,8.15
250001235293,2.2
250001235294,4.8
250001235295,13.4
250001235296,13.4
250001235297,6.7
250001235298,6.7
250001235299,0
250001235301,9.6
250001235302,2.19
250001235303,2.38
250001235306,9.9
250001235307,10.4
250001235309,7.68
250001235312,8.93
250001235316,10.7
250001235317,8.93
250001235318,13.4
250001235319,1
250001235320,11.2
250001235321,2.2
250001235322,7.9
250001235323,3.2
250001235325,3.77
250001235326,3.2
250001235328,3.03
250001235330,6.4
250001235331,12.8
250001235332,1.8
250001235333,13.4
250001235334,9.9
250001235343,10.43
250001235344,8.87
250001235351,0.2
250001235353,0
250001235354,0
250001235355,6.7
250001235356,2.33
250001235357,13.4
250001235358,13.4
250001235359,13.4
250001235362,13.4
250001235367,13.4
250001235372,12.8
250001235373,12.8
250001235374,12.8
250001235375,0
250001235376,12.8
250001235379,13.4
250001235384,2.89
250001235386,1.93
250001235387,8.53
250001235390,12.8
250001235392,6.4
250001235393,12.8
250001235396,13.4
250001235397,3.2
250001235398,8.8
250001235399,9.6
250001235400,4.8
250001235401,12.8
250001235403,6.7
250001235404,12.8
250001235406,3.35
250001235407,12.8
250001235422,11.65
250001235427,9.8
250001235433,0
250001235434,6.4
250001235435,0
250001235444,8.53
250001235445,0
250001235446,7.11
250001235447,4
250001235448,0
250001235450,6.7
250001235454,6.4
250001235460,0
250001235461,4.67
250001235462,0
250001235463,13.4
250001235464,0.67
250001235468,6.4
250001235469,6.43
250001235470,12.35
250001235471,12.8
250001235474,13.6
250001235475,13.4
250001235477,0
250001235478,3.35
250001235479,9.7
250001235480,13.6
250001235481,10.88
250001235482,8.8
250001235483,12.8
250001235484,12.8
250001235491,9.6
250001235494,6.4
250001235495,4.27
250001235496,13.45
250001235498,12.8
250001235499,9.6
250001235500,12.8
250001235501,12.8
250001235502,9.4
250001235503,12.8
250001235504,13.5
250001235506,12.8
250001235507,12.8
250001235515,12.8
250001235516,12.8
250001235517,12.8
250001235519,12.8
250001235521,12.8
250001235527,3
250001235528,12.8
250001235529,6.7
250001235534,12.8
250001235536,12.8
250001235537,0
250001235538,11.23
250001235539,12.8
250001235540,6.5
250001235541,12.8
250001235543,13.4
250001235546,12.8
250001235547,13.4
250001235548,8.75
250001235552,12.8
250001235553,13.48
250001235554,12.8
250001235555,9.6
250001235557,6.7
250001235559,13.45
250001235560,13.4
250001235561,1.9
250001235562,12.8
250001235563,9.6
250001235564,12.8
250001235565,13.48
250001235567,13.4
250001235568,9
250001235570,3.6
250001235574,0.8
250001235579,5.76
250001235581,12.8
250001235582,6.5
250001235587,13.4
250001235588,13.4
250001235590,13.4
250001235593,1.8
250001235594,13.4
250001235595,0.1
250001235596,6.4
250001235597,6.7
250001235598,12.8
250001235599,13.4
250001235601,6.7
250001235602,12.8
250001235603,13.4
250001235604,12.8
250001235605,9.6
250001235606,4.47
250001235607,6.7
250001235608,13.4
250001235609,12.8
250001235610,12.8
250001235612,12.8
250001235613,12.8
250001235614,6.7
250001235615,13.4
250001235618,13.4
250001235619,13.4
250001235620,12.8
250001235621,11.4
250001235624,6.7
250001235625,15.4
250001235628,6.4
250001235629,13.4
250001235630,13.4
250001235632,6.4
250001235633,12.8
250001235634,13.4
250001235635,12.8
250001235638,12.8
250001235640,9.2
250001235643,4.27
250001235644,15
250001235645,13.4
250001235646,13.4
250001235647,13.4
250001235648,12.8
250001235649,12.8
250001235650,13.4
250001235651,2.75
250001235652,12.8
250001235656,12.8
250001235657,12.8
250001235658,10.3
250001235659,7.8
250001235660,12.8
250001235661,0
250001235669,13.4
250001235670,12.8
250001235671,5.44
250001235676,9.9
250001235678,2.4
250001235679,4.8
250001235681,0.5
250001235682,13.4
250001235683,7.93
250001235684,6.7
250001235685,13.5
250001235686,13.4
250001235687,7
250001235689,4.28
250001235690,7.5
250001235691,1.4
250001235692,2.55
250001235693,13.4
250001235694,13.4
250001235696,12.8
250001235697,12.8
250001235698,0
250001235699,12.8
250001235704,3.7
250001235705,12.8
250001235706,12.8
250001235707,7.8
250001235708,0.8
250001235709,1
250001235710,12.8
250001235711,9.6
250001235712,12.8
250001235713,12.8
250001235714,13.1
250001235716,12.9
250001235718,0.3
250001235719,0.4
250001235720,2
250001235721,0.4
250001235724,13.33
250001235726,13
250001235727,9.4
250001235729,12.6
250001235730,12.6
250001235733,13.4
250001235734,12.8
250001235737,10
250001235738,1
250001235739,0.2
250001235745,0
250001235748,13.4
250001235754,13.3
250001235755,1.5
250001235756,0.4
250001235757,8.46
250001235760,3.5
250001235761,1.4
250001235762,11.3
250001235763,6.4
250001235764,5.2
250001235766,4.38
250001235767,0.5
250001235768,7.1
250001235769,1.2
250001235772,6.7
250001235775,0.4
250001235778,0.2
250001235779,0.2
250001235780,0.3
250001235781,0.3
250001235782,1
250001235783,0.5
250001235784,3
250001235789,8
250001235791,4
250001235795,0.6
250001235797,0.1
250001235798,1.7
250001235799,0.4
250001235800,1
250001235801,1.4
250001235802,0.3
250001235804,9.6
250001235805,13.5
250001235807,4.7
250001235808,4
250001235809,12.8
250001235810,9.5
250001235811,13.5
250001235812,4.7
250001235813,11.4
250001235814,10.7
250001235816,0
250001235819,2.35
250001235820,13.4
250001235821,9.2
250001235822,1.89
250001235823,12.8
250001235824,7.25
250001235825,9.38
250001235826,12.8
250001235828,9
250001235829,0
250001235830,6.25
250001235831,9.9
250001235832,11.83
250001235833,11.05
250001235834,13.4
250001235835,12.1
250001235837,13.4
250001235838,8.5
250001235839,13.4
250001235840,12.8
250001235841,13.4
250001235842,13.4
250001235844,7.4
250001235846,0
250001235847,0.2
250001235848,0.6
250001235849,13.4
250001235851,6.5
250001235852,10.5
250001235853,6.7
250001235854,9
250001235855,5.17
250001235856,6.5
250001235860,2
250001235861,2
250001235862,12.8
250001235863,13.4
250001235864,13.4
250001235865,6.4
250001235866,5.15
250001235869,10.4
250001235870,0
250001235871,12.8
250001235872,6.45
250001235873,8.75
250001235874,12.8
250001235875,6.4
250001235876,10.05
250001235877,7.2
250001235878,12.8
250001235879,10.72
250001235880,12.8
250001235881,12.8
250001235882,9.6
250001235883,12.8
250001235884,6.4
250001235887,8.4
250001235888,13.4
250001235890,12.8
250001235892,9.07
250001235893,13.33
250001235894,12.8
250001235896,0
250001235897,1.6
250001235898,5
250001235899,9.5
250001235901,6.7
250001235902,11.1
250001235905,12.8
250001235907,13.6
250001235909,6.7
250001235911,13.4
250001235915,0
250001235916,7.8
250001235917,14.6
250001235918,12.8
250001235920,12.8
250001235921,12.8
250001235922,12.8
250001235923,12.81
250001235924,12.8
250001235925,12.8
250001235928,12.8
250001235929,12.8
250001235930,13.4
250001235932,13.4
250001235936,9.6
250001235937,0.5
250001235938,13.33
250001235939,12.8
250001235940,13.3
250001235941,8.63
250001235944,12.8
250001235946,13.4
250001235949,9.6
250001235951,6.4
250001235952,12.8
250001235953,12.8
250001235954,6.4
250001235955,12.8
250001235956,9.6
250001235958,6.4
250001235959,13.4
250001235961,12.8
250001235962,13.4
250001235963,12.8
250001235965,9.6
250001235968,13.4
250001235969,6.4
250001235970,13.4
250001235971,12.8
250001235973,6.83
250001235975,2.5
250001235978,3.2
250001235979,12.8
250001235980,2.33
250001235981,9.6
250001235982,5.48
250001235983,11.2
250001235984,13.4
250001235986,12.8
250001235987,9.6
250001235989,13.4
250001235990,12.6
250001235991,16.6
250001235993,13.4
250001235994,13.4
250001235995,13.4
250001235996,12.8
250001235997,10.72
250001235998,9.6
250001235999,13.4
250001236002,13.4
250001236004,12.8
250001236005,1.2
250001236006,13.4
250001236007,13.4
250001236008,13.4
250001236012,12.8
250001236014,8.53
250001236019,12.8
250001236020,9.2
250001236021,8.87
250001236022,1
250001236023,12.8
250001236024,3.2
250001236025,12.8
250001236028,12.8
250001236029,12.8
250001236030,12.8
250001236031,12.8
250001236033,9.9
250001236034,6.4
250001236035,6.7
250001236036,12.5
250001236037,13.4
250001236039,10.4
250001236041,13.3
250001236042,0
250001236043,12.8
250001236044,12.8
250001236045,6.4
250001236047,12.8
250001236048,0.25
250001236049,5.5
250001236050,9.9
250001236054,9.3
250001236055,3.6
250001236056,12.8
250001236058,4.8
250001236059,6.7
250001236062,7.9
250001236064,13.26
250001236065,12.8
250001236066,6.4
250001236067,6
250001236069,13.64
250001236070,7
250001236071,5.88
250001236072,9.5
